Review Date,Review Title,Username,Helpfulness,Helpful Votes,Total Votes,Rating,Review Text,Spoiler Warning
1 May 2021,Weak pathetic fools.,MikeHunt1075,"35 out of 54 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",35,54,4,"Who green lit this to be made this way? I guess New Line figured if it could contain blood and gore it would succeed, but even that is lackluster here.There is 25 to 30 years worth of Mortal Kombat games and backstories to choose from and yet they introduce a brand new character named Cole who adds nothing to the film other than figuring out he can grow a poor man's version of Aquamans top.The plot is weak. Shang T-Sung is killing off those who will fight in the Mortal Kombat tournament for Earth.... and we get no tournament??? Really?The introduction to these characters is bad, and the villains are introduced so badly they belong in Mortal Kombat: Anhilation. Yes. Its that Bad! Shang T-Sung literally says each of his henchman names so the audience knows who they are... all located on a terrible bridge of some sort.The movie becomes a train wreck with just about every decision it makes. It had potential to go places, but it just gets swept of its feet and fatalitied.It's plan is to make a sequel. Why bother? Who cares where these characters are going and who will be in the next one? It's not worth continuing.",
24 April 2021,Looking Good Kombat,kosmasp,"33 out of 53 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",33,53,8,"Considering the other real life action adaptations of the game ... this is quite a great movie! Now especially the first one was so ridiculous that it was kinda fun. That does not mean you will like it - but hopefully you will like this one. The action is really good (and quite violent just so you know), the acting is also more than solid, which includes script and dialog. Always considering the nature of the movie that is.This is not Shakespeare, this is not meant to have a big story. Bad guys want to destroy the Earth (realm), good guys fight to protect it ... I mean it really is simple as that. The twists and turns can be guessed or seen at least most of the time ... but the movie is entertaining nevertheless. And it looks so good ... not sure how much money they invested, but it was worth it. Yes these movies do not win best cinematography and stuff like that, but that does not mean they cannot have brilliant people as DPs. Maybe I'm exaggerating, but I really enjoyed this one and if you decide to watch this (because you like the genre and/or the games) you will not be dissapointed.",
23 April 2021,Was awesome,duleewopper,"106 out of 165 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",106,165,10,I got a movie effort on what I expected. Yeah a video game. At least it had substance and is willing to go further bc there are more characters. But it established a basis. And was willing to show more.,
4 May 2021,"If you want to watch it, don't let negative reviews stop you.",pash46,"59 out of 85 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",59,85,7,"I'll try to say as little as possible so no spoilers.I, personally wanted to watch it and changed my mind the first time going to a theater as I read some reviews here. I'm glad I changed my mind again and went to see it.I enjoyed the whole movie,and looking forward to next one. The negative reviews mostly say couple of things : 1 bad acting 2 not enough action..
Well firstly it's not an oscar reaching drama so for acting - acting was fine, all characters were in their style and some even better than expected.The movie has plenty of action but you gotta keep in mind that it's clearly made to be continued soon, so this film gives a nice welcome to MK world. Well balanced story good action and def fun MK fights....these reviewers must have lost the love for MK world, but it's easier to criticize the movie vs recognizing that they too old for this .lol..Ignore negative reviews, go watch it and enjoy.",
25 April 2021,Get out of here!,Entertainmentsparadise,"14 out of 19 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",14,19,3,"Unfortunately, Mortal Kombat doesn't live up to the hype. I sit here and I am trying to find the good in this film .....The plot is rushed and doesn't develop well. A lot of logical things that don't make sense for seasoned Mortal Kombat fans.This is Mortal Kombat, I don't understand how the amateurs magically get powers, master them and easily defeat the ""bad guys"".They made strong characters weak!The few fatalities we seen were gruesome. Yet there wasn't enough. If you played the Mortal Kombat video games, this doesn't compare.This film is just a introductory set up for a part 2.Verdict: Disappointment, there was solid action moments, yet it just felt like a tease without clear purpose relating to the basic outline of what Mortal Kombat is.",
24 April 2021,Solid game movie,bloodworia,"44 out of 68 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",44,68,7,"You shouldn't be taking this more as the fan service that it is. I never really played the games, but watched the playthroughs and story modes quiet a bit.I always loved the Fatalities and you got them here, even some kind of inside jokes from the game.I would really like another movie.It wasn't a masterpiece, but it was enjoyable to watch.",
2 July 2021,Did these 10's watch the same movie as me?,info-354-549559,"28 out of 40 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",28,40,2,"This movie was completely unsatisfying I prefer the cutscenes in the game to this live action remake. I dont know where these 10's are from. I remember as a kid seeing goro and having incredible fear in me heart. Here goro looks like an orc from lord of the rings without the graphics team finishing the textures, hes almost pixar level kids movie cgi before the blood comes. I felt no care whatsoever for any character except for subzero and scorpion. The fights and dialogue was borderline corny for example the kabal voice was like a 13 year old.",
24 April 2021,TRASH TRASH TRASH!,panda_plushie12,"35 out of 51 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",35,51,1,"Okay, so I thought the 90s version was bad... until I saw this train wreck of a movie! The casting was absolutely terrible because they didn't fit their characters.The main actor who played Cole is very stale and too boring to be the main character. And don't even get me started on Liu Kang. He looks so weak compared to the 90s actor!The only interesting thing was Kano & Sub Zero. Kano's lines felt more natural than the rest of the actors. And Sub Zero was actually pretty dope. I just hated how his costume wasn't blue. It's his signature!",
1 May 2021,Shame!,solminafya,"29 out of 43 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",29,43,1,"With exception of Sanada and Lawson, everyone's acting is terrible!VFX looks like low budget indie sci-fi, music/sfx is disruptinveand worse of all: Script is astonishingly cluttered and lacks of meaningful dialogue or coherent story!!Shame!",
24 April 2021,Missed The Mark,tmjburno,"366 out of 563 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",366,563,3,"Why? Why did they make this? As an avid Mortal Kombat fan since day 1 I can say that this movie was trashy baggins. Cole Young? Who? This guys special power is to magically grow a long sleeve shirt. Notice he isn't on the theatrical one sheet... BECAUSE NO ONE KNOWS WHO THIS GUY IS. Don't make up stuff.I'll give praise to the special effects but, overall, this movie felt like a pilot for a CW tv show. Liu Kang has a slight british accent. Why? Shirt McGirt can defeat the 9 times running MK champ after getting his hiney wiped at the beginning of the movie by a nobody. Why? So much no. Just so much no.",Warning: Spoilers
28 April 2021,Decent but most will agree original is better,ryanlion-38514,"16 out of 23 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",16,23,5,I appreciated some aspects of the film. Sub-Zero and Raiden I thought were great. Still like the previous ones better. Otherwise I felt alot of the characters were bland. Too much attetion to some characters like Kano who I felt talked too much took too much time and again original character was better. Some scenes just overdrawn or not necessary. It makes me want to view the original again. Why was Raiden so different? Some characters like Johnny Cage missing and others added like other reviewers stated like maim character not good. I agree should of been centered around johny cage or liu kang. It is still watchable. It was one of the better 2020-2021 movies so far as they have been very few anf far in between.,
24 April 2021,Fun Movie!,aristotelesathanas,"30 out of 47 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",30,47,8,"I liked the flights 9/10
The story ok 7/10
Characters 8,5/10
Entertaining 👍👍",
30 April 2021,I'm the audience for this,BandSAboutMovies,"30 out of 51 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",30,51,4,"'ve seen so many reviews of this movie that seem to take great enjoyment making fun of it and saying things like, ""Who cares about a Mortal Kombat movie?""Well, I do. I'm the exact audience for this movie, someone who fell in love with the game, saw both of the original films in the theater and have purchased more than my fair share of the multiple sequels and all the DLC that goes with them.So while these holier than thou critics snicker their way through their reviews, please know that this is someone hoping Stryker would show up and someone that grinded to get multiple Scorpion outfits in Mortal Kombat 11.That means that when I mention all the moments why this movie didn't work, it's with sadness.That's because I've been waiting - as have many fans of the game - for this movie for a long time.And this isn't what I was waiting for.Now, there's the blood and gore that some see as the true heart of Mortal Kombat, but for me, the true joy of the games is the opportunity to be part of a wuxia movie. That would seem to be an incredibly simple idea to take and make a movie of - hey, they did it right the first time - and yet, this doesn't seem to do it.Yes, the Mortal Kombat tournament doesn't happen in every game, but the story has always revolved around it. Much like every shared universe attempt, this is a movie trying to make the sequel instead of worrying about making the first movie rock.The other critical error this movie makes is that outdated thought that we need a set of human eyes to view these events through, someone we can relate to. That would be Cole Young, a struggling MMA artist who has a family bloodline that ties to Scorpion. This is also kind of like how old comics thought that I needed a child sidekick to better identify with Batman. Nope. I'm just fine with wanting to be the hero and even better with unworldly characters that allow me to escape the world of normlacy.Speaking of the gray ordinary world, this movie seems content to have the action take place outside a farmhouse than taking us to the Outworld or really anywhere that isn't drab. Look, I'm not expecting this to be Zu: Warriors from the Magic Mountain, but come on. The beginning at least flirts with bright colors and great fighting. And then...That said, I kind of liked that Tadanobu Asano - Kakihara from Ichi the Killer - was Raiden, even if he doesn't get all that much to do. Josh Lawson's Kano is one of the few other bright spots, even if this version just has a red eye and isn't a cyborg. And I'm always happy to see Kabal.But you know, the first film in what may be a new series gets rid of Goro and Sub-Zero before we even get to the tournament, while tickling us with a mention of Johnny Cage. It's the inverse of Patton Oswald's joke about the Star Wars prequels - ""Don't show me how the things I love started, show me the things I love!"" - and like some weird edging thing where they withhold the sure thing in the hopes of getting you to care more about a movie that might never get made instead of the one you paid to watch.",Warning: Spoilers
23 April 2021,7 is about right.,mclive25-877-401488,"239 out of 346 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",239,346,7,"Plot was lacking but the violence, gore and fighting choreography made up for it. The editing was a bit choppy and lacked in arrears that needed more detail. With all that being said, it was overall enjoyable if you're an MK fan.",
28 April 2021,"""Boredom Wins. Flawless Victory. MEDIOCRITALITY!""",Mash-the-stampede,"66 out of 111 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",66,111,5,"I will start with the positive. The opening and closing scenes of this film are excellent!Focusing on Scorpion and Sub-zero's story was a solid high point that showcased the best this film had to offer as far as acting performances, fight choreography and interesting plot premise.Unfortunately, the 90+ minutes that occur between these 2 scenes are dull in comparison!Immediately after the exhilarating opening scene, we get introduced to brand new character; Cole Young.As a character, Cole is just blah! Boring. Un-interesting. A down-and-out underdog with no real purpose other than functioning as a major buzz-kill everytime he's on screen.Basically - Cole sucks!!!If the writers wanted to add a new character - at least make him interesting so the audience gives a s*!t about him!I would love to say that Cole is the worst thing about this film but unfortunately the ""bad"" doesn't end with him.Other MK faves are pointlessly inserted throughout the film just so the audience can say ""hey, it's Kabal - there he is"" or ""ooh, no! Here comes Goro"" but serve no real purpose outside of this!Rayden and Shang Tsung literally could have been played by anyone!They had NO personality whatsoever!Rayden could barely speak english and delivered his dialogue like it was a dress rehearsal for an amature theatre production.Shang Tsung was a generic TV villain straight out of Power Rangers!No black contact lenses could make up for the lack of ""menace"" about him.This film desperately needed Cary Tagawa back in the role of Shang Tsung - his charisma and menacing grimace was a stand-out of the 1995 original film.Heck - his performance was so good that they bought him back for MK11!Why not this film?!Outside of Sub-zero and Scorpion - the only likeable character in this film is Kano!He gets the best dialogue of all characters (I suspect much of it is improvised), had he not been in the film - that 90 minutes between the intro and ending would have been an absolute snore-fest!I realise I'm sounding overly harsh here but the thing is - Im a long time MK fan.I grew up with the original game trilogy, read the comics and watched the film's.I'm an MK fan for life and this film was an insult to MK fans everywhere!People say we need to turn our brain's off to enjoy these types of film's - but there's a difference between turning off your brain and having to get a labotomy to enjoy a movie!Very dissapointing.I hope that a sequel brings in a new team of (creative) writers, a more competent Director and that they kill off Cole within Act 1 as it would be a huge disservice having a non-canon plank of wood win the tournament!",
26 April 2021,Disappointed,Sandra-durand80,"12 out of 17 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",12,17,1,"It looks like they they watched 5 movies on the weekend: Highlander, XMen, Warhammer, Terminator and Lord of the Rings and then wrote the scenario and the dialogue in an hour. Plot made no sense. The acting was terrible. Cheesy lines and that one Kano-character said way TOO many profanity words.",
23 April 2021,IT HAS BEGUN!!!,josephbarros-16407,"55 out of 92 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",55,92,9,"MORTAL KOMBAT!!!!! I was 15 when the original one came out in 1995 loved and couldnt wait for the story to continue.....was 17 when the sequel came in 1997 and was bummed out BIG TIME, I thought the franchise in the movie business was dead and buried, then came glimmers of hope with limited series and animated movie over the last few years. NOW we have a new movie for 2021 and I have to say I ENJOYED EVERY BIT OF GORE AND FAN SERVICE IT GAVE. Bring on The Tournament.",
24 April 2021,"It's exactly what a MK movie should be like, blood, profanity and gore from beginning to end",vegeta-oh,"45 out of 70 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",45,70,9,"It's fun, a little dumb but not in a bad way.The fight choreography is amazing and the effects are better than most blockbusters (Godzilla vs Kong I'm looking at you).It's good, I enjoyed it a lot.",
3 May 2021,Fight!,TheDestroia,"30 out of 49 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",30,49,9,"I have watched the original movie & treat this as a standalone version.9/10The fights are epic, bloody, gory & Mortal Kombat-esque. Exactly what Dr Goro ordered!Cool story, excellent special effects & decent actors.Highlights include an awesome soundtrack, one character with hilarious dialogue & game references.Must see! Fight!!",
23 April 2021,Super solid action/fighter movie.,jasriv,"168 out of 271 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",168,271,10,Test your might! All I can say is...can't wait for part 2!!!,
3 May 2021,A great tribute to the game!,godgirlprincess,"81 out of 130 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",81,130,10,"I'm by no means a Mortal Kombat expert but it was one of my favorite games to play as a kid, back on a Super Nintendo! 😳 But I have also enjoyed playing the newer MK games on newer devices as well. The games now are very graphic, and the movie delivers on that as well. I love that the characters say lines from the game like ""Flawless Victory"" and ""Kano wins!"" I really don't understand why anyone watching it would be upset with that. Have you guys ever even played the game? Kano was hilarious. I did want a little more from Mileena. Scorpion and Sub Zero were amazing! Great fight scenes! I'd definitely recommend this movie.",
29 April 2021,Surprisingly good,stinky_monkey,"30 out of 46 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",30,46,8,"Gory just like the source material. Not the best storyline I've ever encountered, but certainly better than expected.I went in with low expectations and I'm glad to say I was surprised. Considering whats coming out these days, this was one of the more enjoyable movies I've watched over the last year.",
24 April 2021,Great MORTAL KOMBAT Movie,PennyForMyThoughts,"36 out of 58 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",36,58,8,"Was this a great movie? No. Was this a good movie? Also, probably, no. Alright... let's be honest, this was a bad movie. But it was a great MORTAL KOMBAT movie.Full disclosure, I'm a big fan of the Mortal Kombat franchise. I've been playing the video games since the 90's and I am 100% the target demographic for this movie. If you are like me, you will enjoy the movie. If you are not like me, you probably won't (nor should you).Watching the movie is like you're experiencing a playthrough of a new MK game on story mode. All dialogue just serves as a filler between fight scenes. I love the hard R rating that allows the film to embrace the brutality of the violence that is the signature of the series.There are a ton of nods throughout the film to insider fans.Again, in summation: not a good movie. But a GREAT Mortal Kombat movie. Take that for what you will.",
24 April 2021,Nostalgia fest,misslilia84,"33 out of 50 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",33,50,7,"Brought out all the 90s kid feels. Not sure why some reviews are so low. Fight scenes were great, special effects were great, story was serviceable. It's not going to win an oscar, but i feel like they did a great job with this adaptation. Hope they include Kitana in the sequel.",
30 April 2021,Get Over Here!,jeroduptown,"26 out of 45 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",26,45,7,"Like breaking out the Nintendo and reliving some childhood memories. It's not earth shattering writing - but it does what it's intended to do, serve up some great nostalgic (and sometimes bloody) fight scenes.",
20 June 2023,Weak fan-oriented reboot with nothing more than a number of cool-wannabe references,gabriel_sanchez,"3 out of 3 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",3,3,3,"I don't care about rebooting franchises or even standalone movies; I really think art reinvents itself with each iteration, and a movie from the '90s, for example, can be reimagined for the 20s of the third millennium.Even so, Mortal Kombat (2021) disappoints. In this reboot, the producers put too much care into the fan service and forgot about the story in general. What we get is a shallow film with several forced references to the game.We begin the film with a prologue about the feud between Subzero and Scorpion. The prologue makes room for the main character who, for some reason, the writers decided to be a new character, out of the range of possible fighters already existing in the franchise.There's not much setup for the second act. Cole Young struggles, literally, to put money into the house while suffering from self-doubt. Then a guy shows up after Cole takes a beating, Subzero decides to be a pain, and that's it, we're already in the second act. ""Hey! You and I have the same body mark. Look for Sonya Blade.""Without getting into spoilers, the most I can say is that the film is a sequence of disjointed references and bad jokes with some choreographed fights. The plot itself is simplistic and monotonous, a search for such an inner Arcana that makes room for a lot of deus ex machina.The ending is pretty pointless too, making room for the already planned sequences.I can only say that it's not a film I recommend. Mortal Kombat doesn't live up to expectations, looking more like a fan-based movie that tries to be cool than actually a reboot.Attention! From here on out, some spoilers:The film's biggest flaw is that the actual Mortal Kombat doesn't even happen. The whole plot is Shang Tsung trying to kill the heroes of the earthly plane before the tournament. The idea is that trying to kill them before the tournament might catch them off guard, but it's such a weak concept that it is infuriating.The arcs of the characters are to discover their inner Arcane. The film raises this concept that all the heroes of Earth possess this Arcane that, when revealed, unleashes its magic. This magic system is very shallow, a dumb explanation of how the game's characters release fireballs or laser beams from their eyes. This system seems like lazy writing, an excuse not to think of better backstories for the universe.And finally, Cole Young. Nothing against a new character to the franchise, but Cole's arc is generic and bland. His Arcane is an armor with melee weapons, so convenient that it hurts. Cole Young could easily be Johnny Cage.",
15 September 2022,Didn't do it for me,baunacholi-86159,"5 out of 6 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",5,6,2,"I got the usual stuff, things and effects. The same old back ground story, the same old dark world vs good earth kind of thing. A selection of characters who have or don't have a beef with each other but ultimately they fight each other - well, we're in a MK movie right? No. In my humble opinion it could have been a really fascinating and multi layered story and ride into cultures, lore and characters but ended where the majority of CGI loaded movies end... Sure some settings are nice but again, not new or jaw dropping. Some fights are well choreographed but they don't blow u out of the water. Overall I was very disappointed and felt it's a lost opportunity to tell something new and innovative.",Warning: Spoilers
25 April 2021,Go watch the original.,phyphor64,"55 out of 92 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",55,92,1,"This has a few redeeming moments, but the original is better.",
28 April 2021,How do you mess this up??,TVTimdb,"13 out of 17 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",13,17,3,"This movie was more concerned with setting up a franchise than telling an entertaining story. The violence was great when it was there, but for long stretches I was bored. BORED! In a Mortal Kombat movie! How do you mess up a movie about a martial arts tournament with supernatural powers. They didn't even have a tournament! LONG stretches of people talking about finding their powers. BORING. And I'm down for a high brow serious reboot if it works. This did not work, they didn't even try to make it work. It was obviously written as a pg13 teen movie, and made the decision to make it R afterwards. Rather than making the plot mode adult they added blood. It's awful.Seriously, rent the original. This is a waste. A waste of money, time and an opportunity to reboot this franchise.",
1 July 2021,2 movies in one,HakuMashentay,"11 out of 15 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",11,15,2,"Strange one here, first 10 mins outstanding, blew me away! After the sub zero and scorpion scene ended, another movie began playing and it was awful.Main actor poor and generic, cgi looked good but story was poor.The game cut scenes did a better job at conveying a good movie, this just does not seem to be able to be done in a good way live action.",
1 May 2021,A new level of dumbness,jordang73,"17 out of 24 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",17,24,1,"This makes Indiana Jones look deep, and Harry Potter profound.What was this? Something I can't understand is who is the target of this circus? Because with all the violence it will give your kid nightmares, and if you are over 18 then you must shut your brain down.Was this a 2 hours trailer for a video game?Whoever is responsible for this dumb abomination should be held accountable when a new generation of brainless zombies take over the Earth and destroy every thing that resembles human, normal and sane.",
3 June 2023,Felt like a YouTube fan film.,smak-28914,"6 out of 6 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",6,6,3,"Cole's plot armor was cheesier than the entire original 1995 movie.Why did Sub-Zero and Scorpion's outfits make them look so fat with all of the padding?Goro looked like he belonged in World Warcraft and was completely wasted.Kano was funny. Sub-Zero was basically Michael Myers .. so that was neat. Fatalities looked great.Liu Kang and Shang Tsung are forgettable compared to the OG film. Couldn't hear a thing Raiden said.Good fx, choreography was fine, and nice of them to show some lesser known characters. Kabal & Kung Lao were top notch.Cole is completely unnecessary with the huge amount of MK characters that there already are. He cheapened the final fight.Akana is also random and a new element that I can live with.. but why?The 1995 film did way better capturing the essence of what Mortal Kombat was, came out at the right time, and had a way bigger impact. Mortal Kombat 2021 was just ok.. and that's sadly it.With that being said.. I hope they improve upon what they have in the sequel. Looking forward to seeing it and please kill Cole's character within the first scene or forget about him.",Warning: Spoilers
25 September 2023,They Forgot to Add the Mortal Kombat,Ltufano23,"3 out of 3 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",3,3,5,"Mortal Kombat tries its best to be a multi-movie film franchise, but sacrifices quality storytelling in favor of stretching out an origin film to start the franchise. While you can tell that most of the cast is having fun with their roles, they are all weakened by the film focusing on the wrong character. Cole was probably chosen for the focus to give an underdog tale with heart at the center, but it only periodically remembers that and instead Cole is treated as a punching bag that constantly needs to be bailed out by more worthy characters. This draws these plots out longer than it needs and then quickly wraps up the film in a 30ish minute montage, then lets another character wrap up their own redemption arc before ending on a cliffhanger which may never get resolved. Mortal Kombat had bitten off more than they could chew and they choked it out in a disappointing fashion. Excellent cast, visually stunning, but holds itself back by trying to be too much.",Warning: Spoilers
23 January 2022,Generic modern action film,grantss,"13 out of 21 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",13,21,3,Even worse than I imagined. From the outset this is just your usual modern game/comic-based action film. Plot is basic and unoriginal and just geared towards taking you to the next action sequence. Action is the usual gravity-defying martial arts stuff.Performances are weak but don't really matter as there is very little time required for actual acting. CGI is good but that's what you'd expect.Very weak.,
1 April 2023,Disappointing,cherylkyrandia,"3 out of 3 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",3,3,5,"This film did not feel very Mortal Kombat-like. The narrative follows a lesser known/unknown character through the Mortal Kombat universe. The combat sequences are the only decent thing about this show. The writing is very cliched and the film sets itself up for a sequel but if that's going to be the case, I really hope they find a new writer. There were notable character omissions including Johnny Cage (expected in a sequel) and the animations/costumes weren't as good as they could have been given we're in 2021 by the point the film is released. I do hope they can revive this as I do love the Mortal Kombat universe.",
23 April 2021,"From a MK fan, it's not good cinema.",thelastemaililleveruse,"22 out of 30 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",22,30,4,"I don't want to criticize someone's work but the loyal to the game bits and trademark shout outs aren't enough to excuse the non existent character development and undeniably problematical fast moving plot that doesn't stop long enough even once for you to care about anyone or anything that is happening at any time...The non-stop over the top comedic relief of Kano which immediately signaled to me the movie wasn't to be taken seriously, I soon realized was going to be the ""best"" part of poor film. That combined with the brutality, and the attempt to connect you to the protagonists, this film has no idea what it wants to be and unfortunately succeeds at being nothing.The first and last fight sequences are the only two you can tell any effort was made and they themselves end up passable but are swallowed in the shadow of forgettable and even cringe-worthy plot execution. I can't tell if the acting was just terrible b-rate or the unforgivable pacing just made it seem as so.I'm a fan of the games and, for nostalgia reasons the original movie. The latter I know wasn't necessarily a good film but honestly it was paced, choreographed, plotted, and executed better than this film... and embarrassingly overall may have even had better special effects. Even the CGI was poorly done in this new film.The highish rating of this film is undoubtedly the product of a long wait for many fans and in a few months probably around 80% of people will come back to this and amend their opinions because this IS NOT a good movie. No amount of hopes, dreams, ignorance or optimism can protect it from that. I just finished the film an hour ago and already i forget half of it, and that's barely an exaggeration...",
24 April 2021,Poorly Made,k_l_c55-777-242630,"15 out of 18 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",15,18,3,"To be honest
first 7 minutes seems shot by somebody elsethe rest very poorly made,+ opening is amazing
+great subzero and kano
+brutal fatalities-bad pacing and editing
-bad acting
-main character sux
-music choise and the new remix theme are worst ever.",
30 April 2021,"Sub zero and the fights save this action film, lead actor BORING! Sequel will rock!!",joiningjt,"6 out of 8 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",6,8,5,"I liked the fights and some of the villains were excellent, the lead actor that played Cole was so boring and nothing spectacular at fighting , sonja was very good, kano had some funny lines but it's the fights that are the real star. Looking forward to a sequel where they can raise this to a 9!! Obviously they're leaving the actual tournament for the sequel.",
24 April 2021,OMFG,beautifultragedy-12949,"129 out of 220 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",129,220,10,Man this movie brought back some good 90s memories!! I love it!!! I really hope they will continue the story.,
4 May 2021,Pretty Fun,paulbarboot,"28 out of 45 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",28,45,7,Could this movie have been better? For sure. Are the characters fun? Yes. Are the fight scenes good? Absolutely. I would've liked a couple more ninja scenes worked in. I feel the ninja genre is under served and there's a ripe opportunity to bring it back. And of course they had two of the coolest ninjas ever at their disposal.,
4 May 2021,No Harry Potter S***t,matatosky,"29 out of 45 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",29,45,8,"The movie was ok for a fun watch in theaters.(Something that's quite a feat to accomplish, considering we are in the middle of a pandemic.... never thought I'd ever have to write that but here we are.)It doesn't need a long review. If you need to have the movie be so accurate, you're better off playing the video games.And even the video games contradict themselves, most prominently since MK 10, where it seems they have gradually discredited MK: Deception, Sub Zero Mythologies, MK: Armageddon and some aspects of MK9.Although, the movie follows in the vein of MK9 and humanizes the plot by adding a new character, complete with some backstory and background.No new ground was broken with character development and it doesn't need to when we have played the 20 different games there are on the subject.The fatalities and gore FINALLY have made it onto the big screen and for that, I commend the filmmakers and their ear for fan service.The dialogue was less contrived than the first 2 movies and the witty Kano, who is usually despised by your average MK fan, was a delightful surprise.He really helped move the already awkward dialogue and deadpan performances along.For me, it was worth the ill advised trip to the theater. I do believe there's plenty of room for improvement but hopefully, the obviously hinted at sequel will take the movie where it needs to be, but for now, it was a good beginning and a fun, slightly nostalgic experience.",
24 April 2021,Bit of a disappointment to be honest.,pugs1970,"243 out of 391 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",243,391,4,"Terrible acting, mediocre film all round, but what's unforgiveable is the well below average fight choreography, especially from. Lewis Tan (who can't act at all).The only saving grace for this movie was. Josh Lawson as Kano, who was genuinely quite funny and actually a very likeable character, but the rest of it was pretty bad, the original movie was better.Very disappointed, this movie will absolutely not stand the test of time...forgettable.",
23 April 2021,hell yeah!,axel-schale,"111 out of 172 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",111,172,10,Here's hoping for a couple möte!I was entertained!,
24 April 2021,Bullets To Spare,jupiterscreen,"10 out of 14 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",10,14,2,". . . what the frack did I just watch? Another remake.... I'm sorry.... reimagining of the original MK movie with acting that is just as bad. The graphics... I mean CGI was cool, but I was just expecting something a lil more exciting.",
24 April 2021,It's a cinematic take on a game,rockdude-68045,"26 out of 44 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",26,44,9,"To summarize: this movie accomplishes what it intended to. It's a more graphic, modern, and cinematic take on the games content. It builds a loose plot line to allow for multiple fights while essentially serving as a prologue to future potential sequels or movies.Pros:
Graphic content, Delivers what you expect, Scorpion Vs Sub-Zero driving the plot line, easy to follow, multiple fights, and distinguishes itself from old movies.Cons:
Struggled to create a climatic fight sequence like old films where they progressed to a boss, cussing was ok but almost became unnecessary at times like it was being forced, acting took some time to adjust to, fights weren't very long (but did allow for more), and missed out on the epic fight music keying in at the right times.Final thoughts:
It's a movie converted from a game and should be treated as such. Not-so-serious entertainment that gives exactly whats expected of if with room to flourish with sequels and etc if properly managed. The story behind Cole young surprisingly didn't suck either and neither did the movie as long as you keep it in perspective of what exactly it is (a gaming fans movie).",
